	-0.45	-0.1	1.04	0.44	0.07	0.27	0.17	-0.33	-0.37	0.41	0.17	0.04	-0.078	-0.24	-0.67	-0.76
	-0.3	-0.43	0.38	0.48	0.25	-0.13	-0.2	-0.24	-0.41	0.45	0.46	0.25	0.0	-0.18	-0.41	-0.28
	-0.22	-0.27	0.49	0.4	0.03	-0.29	-0.42	-0.57	-0.23	0.75	0.41	0.33	-0.15	-0.37	-0.52	-0.27
	-0.41	0.11	0.71	0.72	-0.03	-0.21	-0.38	-0.29	-0.62	0.73	0.56	0.2	-0.061	-0.1	-0.52	-0.62
	0.23	-0.15	0.85	0.16	0.26	-0.34	-0.4	-0.47	-0.68	0.7	0.68	-0.04	-0.29	-0.5	-0.8	-0.11
	-0.34	-0.25	1.1	0.77	0.24	-0.5	-0.34	-0.38	-0.7	0.53	0.34	0.15	0.03	-0.265	-0.49	-0.55
	-0.19	-0.75	0.87	0.59	0.26	-0.36	-0.45	-0.55	-0.34	0.55	0.63	0.4	-0.12	-0.24	-0.54	-0.34
	-0.46	-0.09	0.67	0.45	0.6	-0.14	-0.33	-0.05	-0.48	0.47	0.48	0.24	-0.119	-0.43	-0.85	-0.44
	0.11	-0.18	0.94	0.73	0.3	0.02	-0.51	-0.54	-0.49	0.44	0.47	0.06	0.07	-0.35	-0.77	-0.32
	-0.64	-0.42	0.58	0.66	0.52	-0.02	-0.42	-0.68	-0.44	0.29	0.51	0.163	0.23	-0.12	-0.22	-0.32
	-0.6	0.09	1.29	0.72	-0.23	0.09	-0.2	-0.57	-0.32	0.07	0.43	0.23	-0.087	-0.28	-0.27	-0.31
	-0.01	-0.33	0.99	0.47	0.09	-0.05	-0.23	-0.85	-0.29	0.43	0.4	0.46	0.13	-0.6	-0.25	-0.23
	-0.24	0.41	1.19	0.45	-0.22	-0.27	-0.53	-0.54	-0.27	0.66	0.57	-0.01	-0.33	-0.283	-0.26	-0.53
	0.3	0.05	0.87	0.23	0.28	0.4	-0.25	-0.4	-0.53	0.2	0.36	0.08	-0.07	-0.8	-0.5	-0.31
	0.33	0.25	1.37	0.88	0.03	-0.06	-0.39	-0.68	-0.85	0.35	0.3	-0.06	-0.37	-0.9	-0.33	0.0
	-0.95	-0.38	0.67	0.45	0.66	0.39	0.23	-0.46	-0.5	0.28	0.17	0.36	0.114	0.05	-0.28	-0.54
	-0.47	-0.57	0.44	0.28	-0.12	-0.22	-0.09	-0.48	0.04	0.59	0.35	0.44	-0.006	0.07	-0.22	-0.11
	-1.27	0.04	1.01	0.35	0.23	-0.03	-0.01	0.03	-0.18	0.32	0.58	-0.11	-0.102	-0.21	-0.24	-0.51
	-0.8	-0.74	0.42	0.72	-0.13	0.04	0.01	-0.14	-0.5	0.63	0.4	0.4	0.132	0.23	-0.2	-0.53
	-0.55	-0.42	-0.08	0.24	0.27	0.19	0.07	-0.35	-0.05	0.22	0.22	0.36	0.135	0.07	0.03	0.12
	-1.22	-0.11	0.29	0.04	-0.11	-0.31	-0.17	-0.43	-0.15	0.44	0.76	0.27	0.43	0.21	0.322	0.0
	-0.33	0.16	1.32	0.43	-0.1	-0.2	-0.59	-0.32	-0.63	0.91	-0.13	-0.12	-0.1	-0.366	-0.6	-0.47
	-0.55	0.15	1.1	0.75	0.02	-0.56	-0.52	-0.68	-0.53	0.83	0.52	0.34	0.001	-0.26	-0.5	-0.45
	-0.45	0.3	1.12	0.77	-0.15	-0.34	-0.4	-0.8	-0.39	0.71	0.74	0.07	-0.091	-0.26	-0.53	-0.72
	0.23	0.11	1.08	0.36	-0.07	-0.33	-0.39	-0.19	-0.57	0.83	0.28	-0.32	-0.118	-0.25	-0.7	-0.6
	-0.81	0.09	0.92	0.27	-0.16	-0.05	-0.61	-0.73	-0.53	1.17	0.58	-0.01	0.27	-0.306	-0.58	-0.24
	0.0	0.44	0.94	0.53	0.13	-0.47	-1.03	-0.61	-0.39	0.21	0.43	0.04	0.01	-0.19	-0.119	0.0
	-0.44	-0.2	0.58	0.33	0.63	0.48	0.17	0.01	-0.28	-0.05	0.17	0.23	-0.33	-0.154	-0.25	-0.56
	-0.24	0.14	0.25	0.35	0.54	0.27	-0.14	0.08	-0.34	-0.6	-0.23	0.21	0.48	-0.35	0.085	0.0
	-0.67	-0.7	0.19	0.35	0.55	0.28	0.07	-0.06	-0.3	-0.09	0.12	0.26	0.206	0.36	0.08	-0.19
	-0.48	0.06	-0.01	0.31	0.37	0.27	0.35	0.31	-0.19	-0.27	-0.23	0.15	0.024	0.18	-0.24	-0.41
	-0.62	-0.37	0.21	0.68	0.52	0.12	0.03	-0.41	-0.03	-0.27	-0.09	0.18	0.21	0.221	0.16	-0.09
	0.38	0.022	0.027	-0.092	0.156	-0.477	0.194	-0.1	-0.141	-0.131	0.114	0.194	-0.036	-0.017	-0.134	0.0
	0.1	0.15	-0.06	-0.21	0.3	-0.37	0.01	-0.04	0.03	0.19	0.15	0.09	0.019	-0.64	-0.07	0.12
	-0.47	0.26	0.7	0.55	0.29	-0.09	0.22	0.07	0.07	0.31	0.39	0.02	-0.3	-0.11	-0.47	-0.55
	0.38	0.022	0.027	-0.092	0.156	-0.477	0.194	-0.1	-0.141	-0.131	0.114	0.194	-0.036	-0.017	-0.134	0.0
	0.11	0.18	1.02	0.61	0.16	0.13	-0.21	-0.22	-0.71	0.53	0.12	-0.06	-0.028	-0.01	-0.79	-0.83
	-0.54	0.08	0.89	0.74	0.3	0.3	0.22	0.05	-0.22	0.11	0.26	0.23	-0.05	-0.059	-0.83	-0.39
	-0.52	0.28	0.99	0.69	0.02	-0.13	-0.42	-0.76	-0.57	0.66	0.76	0.33	-0.047	-0.43	-0.57	-0.7
	-0.27	0.12	1.2	0.84	0.33	-0.19	-0.68	-0.99	-0.64	0.8	0.557	0.3	0.05	-0.29	-0.42	-0.56
	-0.16	-0.54	1.09	0.51	-0.12	-0.41	-0.36	-0.52	-0.23	0.24	0.47	0.34	-0.16	-0.14	0.0	-0.52
	0.15	0.02	1.26	0.9	-0.02	-0.41	-0.59	-0.86	-0.7	0.58	0.23	0.23	-0.2	-0.06	-0.43	-0.83
	0.24	0.37	0.65	0.51	-0.03	-0.46	-0.55	-1.04	-0.56	0.44	0.47	0.3	0.04	-0.233	-0.2	-0.15
	0.33	0.38	1.06	0.08	-0.63	-0.18	-0.01	-0.46	-0.16	0.56	0.47	0.08	-0.9	-0.204	-0.36	-0.11
	-0.65	0.22	1.21	0.2	-0.28	-0.33	-0.58	-0.78	-0.21	0.82	0.9	0.21	-0.28	-0.376	-0.45	-0.73
	-0.05	-0.69	0.61	0.79	0.52	0.05	0.09	-0.11	-0.12	0.2	0.4	0.12	0.046	-0.3	-0.48	-0.82
	-0.47	0.54	0.91	0.35	0.2	0.15	0.04	-0.07	0.11	0.51	0.12	-0.27	-0.33	-0.31	-0.91	-0.62
	-0.5	-0.28	-0.1	0.47	0.27	0.03	-0.26	-0.31	0.06	0.62	0.51	0.38	-0.172	-0.49	-0.86	0.02
	-0.37	-0.25	0.28	0.98	0.39	0.08	0.01	-0.05	-0.71	0.13	0.21	0.08	0.042	-0.36	-0.21	-0.34
	-1.04	-0.02	0.76	0.59	0.31	0.04	-0.35	-0.12	-0.48	0.5	0.55	0.45	-0.07	-0.169	-0.6	-0.6
	0.16	-0.64	0.9	0.84	0.49	0.21	-0.6	-0.511	-0.87	0.58	0.43	0.03	0.07	-1.03	-0.5	0.0
	-0.93	-0.41	0.68	0.8	0.68	0.07	0.12	-0.13	-0.6	0.16	0.45	0.373	0.34	-0.19	-0.13	-0.6
	-0.99	-0.25	0.43	0.5	0.26	0.05	-0.34	-0.16	-0.39	0.13	0.59	0.81	0.171	-0.11	0.07	-0.14
	-0.97	-0.72	0.11	0.36	0.22	0.07	-0.28	-0.61	-0.27	0.51	0.69	0.33	-0.01	0.016	0.03	0.03
	-0.4	0.29	1.47	0.79	-0.09	-0.48	-0.73	-0.79	-0.41	0.63	0.38	-0.24	0.1	-0.409	-0.56	-0.89
	-1.31	-0.27	0.4	0.78	0.67	0.41	0.07	0.0	-0.11	0.35	0.26	0.407	0.08	-0.22	-0.3	-0.21
	-0.44	-0.25	0.85	0.63	0.68	0.71	0.19	-0.34	-0.58	-0.14	0.14	0.4	0.107	-0.23	-0.34	-0.78
	-1.05	0.22	0.82	0.7	0.76	0.16	-0.07	-0.49	-1.0	0.17	0.5	0.54	0.172	0.04	-0.06	-0.4
	-0.63	-0.88	0.06	-0.12	-0.36	0.02	-0.12	-0.08	0.05	0.85	0.41	0.2	0.028	-0.07	-0.35	0.24
	-0.02	0.76	1.43	0.5	-0.2	-0.43	-0.35	-0.73	-0.51	0.89	-0.2	0.07	-0.079	-0.6	-1.06	-0.36
	-0.65	0.01	1.52	0.48	-0.34	-0.71	-0.58	-0.94	-0.6	0.97	0.88	0.61	-0.087	-0.36	-0.71	-0.33
	-0.5	0.11	1.16	0.72	0.3	-0.45	-0.68	-0.98	-1.04	1.0	0.88	0.366	-0.06	-0.14	-0.77	-0.39
	-0.64	0.08	1.27	0.57	-0.34	-0.48	-0.64	-0.97	-0.61	1.13	0.66	0.23	0.002	-0.32	-0.5	-0.33
	-0.27	0.43	1.29	0.78	-0.64	-0.37	-0.81	-1.18	-0.72	0.74	0.57	0.47	0.02	-0.336	-0.36	-0.37
	-1.04	0.29	1.45	0.67	-0.06	-0.5	-0.49	-0.83	-0.41	0.7	0.59	0.85	0.09	-0.315	-1.01	-0.61
	-1.31	-0.3	1.0	0.38	-0.13	-0.01	-0.7	-0.81	-0.81	1.1	0.69	0.33	0.27	-0.21	-0.676	0.0
	-1.11	-0.29	0.93	0.46	0.42	0.14	-0.57	-0.74	-0.55	0.99	0.89	0.12	0.099	-0.26	-0.66	-0.08
	-0.89	-0.2	1.26	0.42	-0.16	0.01	-0.54	-1.16	-0.68	0.78	0.94	0.51	0.09	-0.2	-0.684	0.0
	-0.35	-0.36	0.09	0.39	0.86	0.58	0.23	0.25	-0.2	-0.21	0.13	0.31	-0.16	-0.188	-0.82	-0.61
	-0.48	-0.42	0.34	0.65	1.0	0.33	0.05	0.02	-0.54	-0.52	-0.07	0.02	0.08	-0.09	0.081	0.0
	-0.29	0.05	0.25	0.28	0.3	0.73	0.26	-0.02	-0.32	-0.83	-0.58	0.15	0.48	-0.088	0.33	-0.53
	-0.17	0.24	-0.03	0.36	0.61	0.41	0.13	0.22	-0.23	-0.56	-0.24	-0.03	0.36	-0.009	-0.09	-0.59
	-0.98	-1.09	-0.05	0.57	0.47	0.47	-0.16	-0.11	-0.22	0.2	0.32	0.35	0.49	-0.11	0.138	0.0
	-0.37	-0.56	-0.12	0.16	0.38	0.5	0.28	0.38	-0.17	-0.11	-0.27	0.131	0.51	0.39	-0.1	-0.31
	-0.96	-0.85	0.06	0.65	0.61	0.36	0.13	-0.32	-0.16	-0.37	0.09	0.37	0.228	0.52	0.32	-0.14
	-0.6	-0.55	0.01	0.61	0.77	0.6	0.42	0.12	0.05	-0.26	-0.13	0.05	0.16	-0.02	-0.1	-0.37
	-0.48	0.18	-0.14	-0.17	0.07	0.24	0.51	0.26	0.04	-0.3	-0.27	0.04	0.1	0.033	0.39	-0.06
	-0.03	0.52	-0.33	0.13	0.57	0.62	0.04	0.12	-0.1	-0.45	-0.21	-0.09	0.045	0.07	0.09	-0.42
	-0.29	0.12	-0.1	0.11	0.21	0.38	0.36	0.85	-0.04	0.16	-0.36	-0.12	-0.006	0.29	-0.54	-0.6
	-0.59	-0.08	-0.35	-0.29	0.61	0.19	0.49	0.43	0.17	-0.35	-0.33	-0.07	0.014	-0.12	0.11	-0.08
	-0.86	0.21	0.75	0.19	0.04	-0.59	-0.59	-1.18	-0.16	0.68	0.91	0.23	0.14	-0.06	-0.2	-0.5
	-0.13	-0.21	0.71	0.86	0.4	0.02	0.07	-0.13	-0.52	-0.19	-0.23	0.36	0.12	-0.316	-0.46	-0.57
	-0.21	0.68	1.66	1.03	-0.07	-0.21	-0.51	-0.94	-0.62	0.75	0.56	-0.01	-0.15	-0.84	-0.71	-1.09
	-0.36	0.18	0.86	0.88	0.53	0.72	0.21	-0.5	-0.55	-0.11	-0.01	0.46	0.28	-0.39	-0.58	-1.15
	-0.09	-0.45	1.26	0.31	-0.3	-0.11	-0.51	-0.82	-0.62	1.16	0.74	0.47	-0.07	-0.42	-0.82	-0.3
	-0.76	0.0	1.24	0.79	0.2	-0.49	-0.67	-0.94	-1.0	1.06	1.02	0.55	-0.11	-0.302	-1.13	-0.54
	-0.52	0.23	1.45	0.84	0.0	-0.4	-0.77	-1.1	-1.47	1.27	0.96	0.427	0.05	-0.32	-0.86	-0.56
	-0.74	0.32	1.62	0.88	0.46	-0.15	-0.44	-1.19	-0.9	0.85	0.77	0.24	0.112	-0.44	-1.0	-0.87
	-0.55	0.04	1.49	1.14	0.17	-0.31	-0.95	-1.48	-0.74	1.14	0.81	0.57	0.14	-0.392	-1.11	-0.54
	-0.62	-0.43	1.38	0.79	0.19	-0.28	-0.62	-0.93	-0.83	1.12	1.09	0.32	0.04	-0.309	-1.16	-0.57
	-0.41	0.11	0.38	0.49	0.62	0.93	0.58	0.28	-0.4	-0.55	0.05	0.03	-0.04	-0.036	-0.64	-0.95
	-0.07	0.06	0.07	0.71	0.61	0.71	0.36	0.05	-0.26	-0.75	-0.14	-0.06	0.38	-0.061	-0.31	-0.38
	-0.56	0.16	-0.16	0.01	0.2	0.59	0.33	-0.13	-0.08	-0.59	-0.33	0.05	0.59	-0.046	0.56	-0.04
	-0.29	-0.6	-0.09	0.29	0.65	0.7	0.17	-0.01	-0.28	-0.45	-0.3	-0.14	0.27	-0.134	0.49	-0.48
	-0.42	-0.48	-0.87	0.22	0.35	0.86	0.46	0.34	0.01	-0.06	-0.2	0.25	0.3	0.39	0.158	0.0
	-0.83	-0.66	0.08	0.6	0.84	1.02	0.4	0.06	-0.33	-0.33	-0.01	0.15	0.167	0.16	-0.29	-0.52
	-0.45	-0.24	-0.22	-0.15	0.25	0.07	0.52	0.33	-0.01	-0.55	-0.4	0.06	0.16	0.149	0.48	0.36
	-0.97	0.46	0.01	-0.4	-0.45	0.39	0.56	0.16	0.26	-0.26	-0.31	-0.23	0.24	0.057	0.35	0.27
	-0.7	-0.36	-0.56	-0.3	0.76	0.2	0.68	0.4	-0.01	-0.44	-0.11	0.17	0.32	0.031	0.2	-0.09
	-0.71	-0.49	-0.67	-0.53	0.35	0.38	0.63	0.79	0.36	-0.11	-0.23	-0.33	-0.07	-0.048	0.34	0.31
	-0.45	-0.34	-0.76	-0.33	0.17	0.53	0.72	0.76	0.43	-0.42	-0.17	-0.15	0.079	0.12	0.54	-0.01
	-0.52	0.75	1.63	0.29	-0.06	-0.36	-0.5	-0.9	-0.65	1.06	0.59	0.16	0.022	-0.54	-0.88	-0.94
	-0.22	0.69	1.86	1.05	-0.04	-0.28	-0.86	-1.25	-0.58	0.39	0.53	0.15	-0.34	-0.548	-0.84	-0.69
	-0.29	-0.06	0.65	-0.14	-0.38	-0.06	-0.55	-0.87	-0.48	1.01	0.92	0.67	0.17	-0.48	-0.55	-0.01
	-0.98	0.07	1.44	1.14	0.47	-0.41	-0.83	-1.05	-0.56	0.76	1.02	0.5	0.006	-0.57	-0.94	-0.71
	-1.04	-0.28	1.22	1.05	0.56	0.05	-0.48	-0.74	-0.88	0.86	0.81	0.41	-0.05	-0.297	-0.78	-0.99
	-1.08	-0.16	1.3	0.99	0.43	0.05	-0.34	-0.72	-1.24	0.92	0.8	0.348	0.06	-0.24	-0.66	-0.83
	-0.59	0.75	1.64	1.32	0.3	-0.16	-0.67	-1.28	-1.39	0.95	0.9	0.47	-0.08	-0.507	-0.96	-1.08
	-0.14	0.22	1.36	0.63	0.3	0.32	-0.52	-0.99	-0.97	0.67	0.63	0.29	0.02	-0.37	-1.17	-0.76
	-0.68	0.02	1.16	0.6	-0.32	-0.03	-0.85	-0.85	-0.32	1.22	1.26	0.52	-0.14	-0.12	-1.12	-0.62
	-0.43	-0.84	-1.22	0.05	0.63	0.57	0.54	0.29	0.21	-0.11	0.16	0.62	0.14	0.25	0.157	0.0
	-0.53	-0.25	-0.99	0.33	0.63	0.44	-0.05	0.34	-0.36	-0.1	0.11	0.33	0.55	0.103	0.11	-0.16
	-0.79	-1.04	-0.49	-0.12	0.61	0.77	0.34	0.12	0.12	-0.35	0.15	0.22	0.37	0.29	0.17	0.14
	-0.33	-0.79	-0.57	0.13	0.37	0.54	0.37	-0.13	-0.02	-0.43	0.01	0.53	0.54	0.232	0.28	0.25
	-0.2	-0.31	-1.25	0.05	0.63	0.73	0.31	0.44	0.05	-0.33	-0.27	0.08	0.26	-0.029	0.16	-0.13
	-0.65	-0.69	-0.68	-0.05	0.75	0.88	0.79	0.17	-0.44	-0.29	-0.32	0.22	0.386	0.55	0.47	-0.15
	-0.64	-0.47	-0.95	0.18	0.6	0.46	0.6	0.64	0.46	-0.6	-0.33	0.26	0.13	0.039	0.19	-0.12
	-0.15	-0.6	-0.37	-0.15	0.59	0.46	0.02	0.21	0.04	-0.4	-0.48	-0.06	0.21	0.44	0.34	0.26
	-0.79	-0.28	-0.53	-0.22	-0.04	0.24	0.62	0.36	0.19	-0.69	-0.5	0.06	0.221	0.62	0.87	0.36
	-0.36	-0.93	-0.97	-0.06	0.61	0.21	0.59	0.45	0.18	-0.48	0.13	0.46	0.26	0.3	0.022	0.0
	-1.01	-0.48	-0.41	-0.44	0.63	0.54	0.56	0.32	-0.01	-0.21	-0.01	0.17	0.41	0.24	-0.34	0.14
	-0.89	-0.67	-0.64	-0.8	-0.32	0.09	0.62	0.83	0.85	0.09	0.0	-0.32	-0.06	-0.12	0.45	0.45
	-0.52	-0.23	-0.63	-0.48	-0.11	0.17	0.3	0.75	0.63	-0.17	-0.13	-0.38	0.23	0.179	0.4	0.07
	-0.54	-0.47	-0.4	-0.28	-0.18	-0.01	0.43	0.64	0.29	0.12	-0.45	-0.07	-0.39	0.03	0.21	0.47
	-0.21	-0.63	-1.0	-0.55	-0.14	0.66	0.83	0.92	0.7	-0.49	-0.8	-0.51	0.15	0.377	0.54	0.02
	-0.64	-0.95	-1.17	0.47	0.32	0.81	0.0	0.24	0.36	-0.3	0.27	0.47	0.52	0.36	0.187	0.0
	-0.8	-1.32	-0.53	0.48	0.79	0.8	0.36	0.29	-0.01	-0.82	0.1	0.55	0.72	0.35	0.185	0.0
	-0.97	-0.52	-0.62	0.12	0.18	0.22	0.54	0.17	-0.04	-0.24	0.17	0.45	0.64	0.133	0.61	0.01
	-0.15	-0.76	-0.27	0.46	0.44	0.55	-0.2	-0.08	-0.27	-0.62	-0.1	0.24	0.43	0.41	0.63	0.07
	-0.74	-0.29	-0.68	0.0	0.74	0.6	0.7	1.02	0.43	-0.57	-0.36	0.32	-0.15	-0.05	0.083	0.0
	-1.2	-0.37	-0.25	-0.26	0.36	0.73	0.27	0.27	0.34	-0.21	0.13	0.4	0.09	0.076	-0.05	-0.15
	-1.14	-0.7	-0.88	-0.73	-0.14	0.51	0.94	0.79	1.09	0.15	-0.23	-0.4	0.16	0.327	0.21	0.12
	-0.83	-0.33	-0.25	-0.7	-0.57	-0.09	0.27	0.47	0.58	-0.12	-0.11	0.01	-0.08	0.215	0.55	0.38
	0.19	-0.31	-0.8	-0.7	0.05	0.06	0.17	0.86	0.35	0.07	-0.47	-0.49	0.033	0.29	0.23	0.21
	-0.22	-0.47	-0.67	-0.2	-0.32	0.07	0.49	0.69	0.74	0.11	-0.11	-0.08	-0.98	0.256	-0.01	0.31
	-0.64	-0.76	-0.55	-0.68	-0.66	-0.09	0.26	0.41	0.51	0.18	0.09	-0.23	0.04	0.274	0.98	0.52
